category_id,category_name,category_slug,seo_title,meta_description,focus_keyword,category_url
1992,Faucets & Sinks,faucets-sinks,Shop Faucets & Sinks | Latest Trends & Affordable Prices,"Browse our premium collection of faucets & sinks. Shop top styles, quality brands, and exclusive deals online today!","['faucets & sinks', 'buy faucets & sinks', 'faucets & sinks online']",https://pay.4more.ca/product-category/faucets-sinks/
1915,Wall Art,wall-art,Shop Wall Art | Latest Trends & Affordable Prices,"Browse our premium collection of wall art. Shop top styles, quality brands, and exclusive deals online today!","['wall art', 'buy wall art', 'wall art online']",https://pay.4more.ca/product-category/wall-art/
1980,Paint & Primers,paint-primers,Shop Paint & Primers | Latest Trends & Affordable Prices,"Browse our premium collection of paint & primers. Shop top styles, quality brands, and exclusive deals online today!","['paint & primers', 'buy paint & primers', 'paint & primers online']",https://pay.4more.ca/product-category/paint-primers/
2076,Copiers,copiers,Shop Copiers | Latest Trends & Affordable Prices,"Browse our premium collection of copiers. Shop top styles, quality brands, and exclusive deals online today!","['copiers', 'buy copiers', 'copiers online']",https://pay.4more.ca/product-category/copiers/
2055,Pencils,pencils,Shop Pencils | Latest Trends & Affordable Prices,"Browse our premium collection of pencils. Shop top styles, quality brands, and exclusive deals online today!","['pencils', 'buy pencils', 'pencils online']",https://pay.4more.ca/product-category/pencils/
1951,Card Games,card-games,Shop Card Games | Latest Trends & Affordable Prices,"Browse our premium collection of card games. Shop top styles, quality brands, and exclusive deals online today!","['card games', 'buy card games', 'card games online']",https://pay.4more.ca/product-category/card-games/
2143,Babies,babies,Shop Babies | Latest Trends & Affordable Prices,"Browse our premium collection of babies. Shop top styles, quality brands, and exclusive deals online today!","['babies', 'buy babies', 'babies online']",https://pay.4more.ca/product-category/babies/
1919,Cookware,cookware,Shop Cookware | Latest Trends & Affordable Prices,"Browse our premium collection of cookware. Shop top styles, quality brands, and exclusive deals online today!","['cookware', 'buy cookware', 'cookware online']",https://pay.4more.ca/product-category/cookware/
1950,Puzzles,puzzles,Shop Puzzles | Latest Trends & Affordable Prices,"Browse our premium collection of puzzles. Shop top styles, quality brands, and exclusive deals online today!","['puzzles', 'buy puzzles', 'puzzles online']",https://pay.4more.ca/product-category/puzzles/
2061,Desk Accessories,desk-accessories,Shop Desk Accessories | Latest Trends & Affordable Prices,"Browse our premium collection of desk accessories. Shop top styles, quality brands, and exclusive deals online today!","['desk accessories', 'buy desk accessories', 'desk accessories online']",https://pay.4more.ca/product-category/desk-accessories/
2002,Electrical Supplies,electrical-supplies,Shop Electrical Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of electrical supplies. Shop top styles, quality brands, and exclusive deals online today!","['electrical supplies', 'buy electrical supplies', 'electrical supplies online']",https://pay.4more.ca/product-category/electrical-supplies/
1956,Building Materials,building-materials,Shop Building Materials | Latest Trends & Affordable Prices,"Browse our premium collection of building materials. Shop top styles, quality brands, and exclusive deals online today!","['building materials', 'buy building materials', 'building materials online']",https://pay.4more.ca/product-category/building-materials/
2013,Showers & Tubs,showers-tubs,Shop Showers & Tubs | Latest Trends & Affordable Prices,"Browse our premium collection of showers & tubs. Shop top styles, quality brands, and exclusive deals online today!","['showers & tubs', 'buy showers & tubs', 'showers & tubs online']",https://pay.4more.ca/product-category/showers-tubs/
3312,Outdoor & Pressure Washer Solutions,outdoor-pressure-washer-solutions,Best Outdoor & Pressure Washer Cleaners (2025),"From deck cleaners and house wash to concrete degreasers, discover the best outdoor and pressure washer solutions of 2025. Learn how to choose and use them safely.","['pressure washer detergent', 'outdoor cleaner', 'deck cleaner', 'house wash', 'concrete cleaner', 'best pressure washer soap', 'how to use pressure washer with soap', 'siding cleaner']",https://pay.4more.ca/product-category/outdoor-pressure-washer-solutions/
2045,Bird Supplies,bird-supplies,Shop Bird Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of bird supplies. Shop top styles, quality brands, and exclusive deals online today!","['bird supplies', 'buy bird supplies', 'bird supplies online']",https://pay.4more.ca/product-category/bird-supplies/
3247,Collectible Toys,collectible-toys,Shop Collectible Toys | Latest Trends & Affordable Prices,"Browse our premium collection of collectible toys. Shop top styles, quality brands, and exclusive deals online today!","['collectible toys', 'buy collectible toys', 'collectible toys online']",https://pay.4more.ca/product-category/collectible-toys/
2027,Gardening Tools,gardening-tools,Shop Gardening Tools | Latest Trends & Affordable Prices,"Browse our premium collection of gardening tools. Shop top styles, quality brands, and exclusive deals online today!","['gardening tools', 'buy gardening tools', 'gardening tools online']",https://pay.4more.ca/product-category/gardening-tools/
3277,Swim Gear,swim-gear,Shop Swimming Fun | Latest Trends & Affordable Prices,"Browse our premium collection of swimming fun. Shop top styles, quality brands, and exclusive deals online today!","['swimming fun', 'buy swimming fun', 'swimming fun online']",https://pay.4more.ca/product-category/swim-gear/
1912,Decor,decor,Shop Decor | Latest Trends & Affordable Prices,"Browse our premium collection of decor. Shop top styles, quality brands, and exclusive deals online today!","['decor', 'buy decor', 'decor online']",https://pay.4more.ca/product-category/decor/
1979,Emergency Supplies,emergency-supplies,Shop Emergency Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of emergency supplies. Shop top styles, quality brands, and exclusive deals online today!","['emergency supplies', 'buy emergency supplies', 'emergency supplies online']",https://pay.4more.ca/product-category/emergency-supplies/
2050,DIY Projects,diy-projects,Shop DIY Projects | Latest Trends & Affordable Prices,"Browse our premium collection of diy projects. Shop top styles, quality brands, and exclusive deals online today!","['diy projects', 'buy diy projects', 'diy projects online']",https://pay.4more.ca/product-category/diy-projects/
1953,Vehicles,vehicles,Shop Vehicles | Latest Trends & Affordable Prices,"Browse our premium collection of vehicles. Shop top styles, quality brands, and exclusive deals online today!","['vehicles', 'buy vehicles', 'vehicles online']",https://pay.4more.ca/product-category/vehicles/
1943,Video Games,video-games,Shop Video Games | Latest Trends & Affordable Prices,"Browse our premium collection of video games. Shop top styles, quality brands, and exclusive deals online today!","['video games', 'buy video games', 'video games online']",https://pay.4more.ca/product-category/video-games/
2024,Door & Window Hardware,door-window-hardware,Shop Door & Window Hardware | Latest Trends & Affordable Prices,"Browse our premium collection of door & window hardware. Shop top styles, quality brands, and exclusive deals online today!","['door & window hardware', 'buy door & window hardware', 'door & window hardware online']",https://pay.4more.ca/product-category/door-window-hardware/
3314,Beverages,beverages,Shop Beverages | Latest Trends & Affordable Prices,"Browse our premium collection of beverages. Shop top styles, quality brands, and exclusive deals online today!","['beverages', 'buy beverages', 'beverages online']",https://pay.4more.ca/product-category/beverages/
1989,Shelf Hardware,shelf-hardware,Shop Shelf Hardware | Latest Trends & Affordable Prices,"Browse our premium collection of shelf hardware. Shop top styles, quality brands, and exclusive deals online today!","['shelf hardware', 'buy shelf hardware', 'shelf hardware online']",https://pay.4more.ca/product-category/shelf-hardware/
1961,Siding,siding,Shop Siding | Latest Trends & Affordable Prices,"Browse our premium collection of siding. Shop top styles, quality brands, and exclusive deals online today!","['siding', 'buy siding', 'siding online']",https://pay.4more.ca/product-category/siding/
1991,Plumbing,plumbing,Shop Plumbing | Latest Trends & Affordable Prices,"Browse our premium collection of plumbing. Shop top styles, quality brands, and exclusive deals online today!","['plumbing', 'buy plumbing', 'plumbing online']",https://pay.4more.ca/product-category/plumbing/
1910,Office Furniture,office-furniture,Shop Office Furniture | Latest Trends & Affordable Prices,"Browse our premium collection of office furniture. Shop top styles, quality brands, and exclusive deals online today!","['office furniture', 'buy office furniture', 'office furniture online']",https://pay.4more.ca/product-category/office-furniture/
2049,Craft Supplies,craft-supplies,Shop Craft Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of craft supplies. Shop top styles, quality brands, and exclusive deals online today!","['craft supplies', 'buy craft supplies', 'craft supplies online']",https://pay.4more.ca/product-category/craft-supplies/
1901,Computer Accessories,computer-accessories,Shop Computer Accessories | Latest Trends & Affordable Prices,"Browse our premium collection of computer accessories. Shop top styles, quality brands, and exclusive deals online today!","['computer accessories', 'buy computer accessories', 'computer accessories online']",https://pay.4more.ca/product-category/computer-accessories/
2034,Smart Locks & Access Control,smart-locks-access-control,Shop Smart Locks & Access Control | Latest Trends & Affordable Prices,"Browse our premium collection of smart locks & access control. Shop top styles, quality brands, and exclusive deals online today!","['smart locks & access control', 'buy smart locks & access control', 'smart locks & access control online']",https://pay.4more.ca/product-category/smart-locks-access-control/
2098,Glass & Window Cleaners,glass-window-cleaners,All-Purpose & Multi-Surface Cleaners - Shop Now,Shop All-Purpose & Multi-Surface Cleaners and more. Discover a wide range of All-Purpose Cleaners within our Household Cleaners selection. Browse the best All-Purpose Cleaners available.,['all-purpose_&*multi-surface_cleaners'],https://pay.4more.ca/product-category/glass-window-cleaners/
1975,Hard Hats,hard-hats,Shop Hard Hats | Latest Trends & Affordable Prices,"Browse our premium collection of hard hats. Shop top styles, quality brands, and exclusive deals online today!","['hard hats', 'buy hard hats', 'hard hats online']",https://pay.4more.ca/product-category/hard-hats/
2073,Shipping Labels,shipping-labels,Shop Shipping Labels | Latest Trends & Affordable Prices,"Browse our premium collection of shipping labels. Shop top styles, quality brands, and exclusive deals online today!","['shipping labels', 'buy shipping labels', 'shipping labels online']",https://pay.4more.ca/product-category/shipping-labels/
2011,Countertops,countertops,Shop Countertops | Latest Trends & Affordable Prices,"Browse our premium collection of countertops. Shop top styles, quality brands, and exclusive deals online today!","['countertops', 'buy countertops', 'countertops online']",https://pay.4more.ca/product-category/countertops/
1960,Insulation,insulation,Shop Insulation | Latest Trends & Affordable Prices,"Browse our premium collection of insulation. Shop top styles, quality brands, and exclusive deals online today!","['insulation', 'buy insulation', 'insulation online']",https://pay.4more.ca/product-category/insulation/
3278,Swimwear,swimwear,Shop Swimming Fun | Latest Trends & Affordable Prices,"Browse our premium collection of swimming fun. Shop top styles, quality brands, and exclusive deals online today!","['swimming fun', 'buy swimming fun', 'swimming fun online']",https://pay.4more.ca/product-category/swimwear/
1911,Outdoor Furniture,outdoor-furniture,Shop Outdoor Furniture | Latest Trends & Affordable Prices,"Browse our premium collection of outdoor furniture. Shop top styles, quality brands, and exclusive deals online today!","['outdoor furniture', 'buy outdoor furniture', 'outdoor furniture online']",https://pay.4more.ca/product-category/outdoor-furniture/
1928,Makeup,makeup,Shop Makeup | Latest Trends & Affordable Prices,"Browse our premium collection of makeup. Shop top styles, quality brands, and exclusive deals online today!","['makeup', 'buy makeup', 'makeup online']",https://pay.4more.ca/product-category/makeup/
1906,Furniture,furniture,Shop Furniture | Latest Trends & Affordable Prices,"Browse our premium collection of furniture. Shop top styles, quality brands, and exclusive deals online today!","['furniture', 'buy furniture', 'furniture online']",https://pay.4more.ca/product-category/furniture/
3249,"Bikes, Scooters & Ride-Ons",bikes-scooters-ride-ons,"Shop Bikes, Scooters & Ride-Ons | Latest Trends & Affordable Prices","Browse our premium collection of bikes, scooters & ride-ons. Shop top styles, quality brands, and exclusive deals online today!","['bikes', 'scooters & ride-ons', 'buy bikes', 'scooters & ride-ons online']",https://pay.4more.ca/product-category/bikes-scooters-ride-ons/
2023,Windows,windows,Shop Windows | Latest Trends & Affordable Prices,"Browse our premium collection of windows. Shop top styles, quality brands, and exclusive deals online today!","['windows', 'buy windows', 'windows online']",https://pay.4more.ca/product-category/windows/
3316,Pantry,pantry,Shop Pantry | Latest Trends & Affordable Prices,"Browse our premium collection of pantry. Shop top styles, quality brands, and exclusive deals online today!","['pantry', 'buy pantry', 'pantry online']",https://pay.4more.ca/product-category/pantry/
2056,Highlighters,highlighters,Shop Highlighters | Latest Trends & Affordable Prices,"Browse our premium collection of highlighters. Shop top styles, quality brands, and exclusive deals online today!","['highlighters', 'buy highlighters', 'highlighters online']",https://pay.4more.ca/product-category/highlighters/
2046,Small Animal Supplies,small-animal-supplies,Shop Small Animal Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of small animal supplies. Shop top styles, quality brands, and exclusive deals online today!","['small animal supplies', 'buy small animal supplies', 'small animal supplies online']",https://pay.4more.ca/product-category/small-animal-supplies/
3318,Kitchen Cleaning,kitchen-cleaning,Best Kitchen Cleaning Products: A 2025 Guide,"Discover top-rated kitchen cleaners for every job. Our 2025 guide covers the best degreasers, oven cleaners, and countertop sprays to make your kitchen sparkle.","['kitchen cleaning products', 'best kitchen degreaser', 'oven cleaner', 'countertop cleaner', 'kitchen appliance cleaner', 'how to clean kitchen.']",https://pay.4more.ca/product-category/kitchen-cleaning/
1978,First Aid Kits,first-aid-kits,Shop First Aid Kits | Latest Trends & Affordable Prices,"Browse our premium collection of first aid kits. Shop top styles, quality brands, and exclusive deals online today!","['first aid kits', 'buy first aid kits', 'first aid kits online']",https://pay.4more.ca/product-category/first-aid-kits/
1922,Appliances,appliances,Shop Appliances | Latest Trends & Affordable Prices,"Browse our premium collection of appliances. Shop top styles, quality brands, and exclusive deals online today!","['appliances', 'buy appliances', 'appliances online']",https://pay.4more.ca/product-category/appliances/
1977,Safety Glasses,safety-glasses,Shop Safety Glasses | Latest Trends & Affordable Prices,"Browse our premium collection of safety glasses. Shop top styles, quality brands, and exclusive deals online today!","['safety glasses', 'buy safety glasses', 'safety glasses online']",https://pay.4more.ca/product-category/safety-glasses/
3319,Degreasers,degreasers,How to Choose & Use the Best Degreaser for Any Job | 2025,"Find the best kitchen and heavy-duty degreasers of 2025. Learn how to cut through tough grease on cabinets, grills, stovetops, and engines with our expert tips.","['kitchen degreaser', 'best degreaser for grease', 'heavy-duty degreaser', 'how to use a degreaser', 'food-safe degreaser', 'BBQ grill cleaner', 'degreaser for cabinets.']",https://pay.4more.ca/product-category/degreasers/
2078,Laminators,laminators,Shop Laminators | Latest Trends & Affordable Prices,"Browse our premium collection of laminators. Shop top styles, quality brands, and exclusive deals online today!","['laminators', 'buy laminators', 'laminators online']",https://pay.4more.ca/product-category/laminators/
2041,Pet Supplies,pet-supplies,Shop Pet Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of pet supplies. Shop top styles, quality brands, and exclusive deals online today!","['pet supplies', 'buy pet supplies', 'pet supplies online']",https://pay.4more.ca/product-category/pet-supplies/
3320,Batteries,batteries,Shop Batteries | Latest Trends & Affordable Prices,"Browse our premium collection of batteries. Shop top styles, quality brands, and exclusive deals online today!","['batteries', 'buy batteries', 'batteries online']",https://pay.4more.ca/product-category/batteries/
1965,Drills,drills,Shop Drills | Latest Trends & Affordable Prices,"Browse our premium collection of drills. Shop top styles, quality brands, and exclusive deals online today!","['drills', 'buy drills', 'drills online']",https://pay.4more.ca/product-category/drills/
1908,Bedroom,bedroom,Shop Bedroom | Latest Trends & Affordable Prices,"Browse our premium collection of bedroom. Shop top styles, quality brands, and exclusive deals online today!","['bedroom', 'buy bedroom', 'bedroom online']",https://pay.4more.ca/product-category/bedroom/
1929,Hair Care,hair-care,Shop Hair Care | Latest Trends & Affordable Prices,"Browse our premium collection of hair care. Shop top styles, quality brands, and exclusive deals online today!","['hair care', 'buy hair care', 'hair care online']",https://pay.4more.ca/product-category/hair-care/
2084,Cleaning Products,cleaning-products,Cleaning Products - Shop Now,Shop Cleaning Products and more. Explore our extensive collection of Cleaning Products. Find high-quality Cleaning Products to suit your needs.,['cleaning_products'],https://pay.4more.ca/product-category/cleaning-products/
2071,Packaging Materials,packaging-materials,Shop Packaging Materials | Latest Trends & Affordable Prices,"Browse our premium collection of packaging materials. Shop top styles, quality brands, and exclusive deals online today!","['packaging materials', 'buy packaging materials', 'packaging materials online']",https://pay.4more.ca/product-category/packaging-materials/
1933,Sports & Outdoors,sports-outdoors,Shop Sports & Outdoors | Latest Trends & Affordable Prices,"Browse our premium collection of sports & outdoors. Shop top styles, quality brands, and exclusive deals online today!","['sports & outdoors', 'buy sports & outdoors', 'sports & outdoors online']",https://pay.4more.ca/product-category/sports-outdoors/
2025,Outdoor & Garden,outdoor-garden,Shop Outdoor & Garden | Latest Trends & Affordable Prices,"Browse our premium collection of outdoor & garden. Shop top styles, quality brands, and exclusive deals online today!","['outdoor & garden', 'buy outdoor & garden', 'outdoor & garden online']",https://pay.4more.ca/product-category/outdoor-garden/
3251,Exercise & Fitness,exercise-fitness,Shop Exercise & Fitness | Latest Trends & Affordable Prices,"Browse our premium collection of exercise & fitness. Shop top styles, quality brands, and exclusive deals online today!","['exercise & fitness', 'buy exercise & fitness', 'exercise & fitness online']",https://pay.4more.ca/product-category/exercise-fitness/
2043,Cat Supplies,cat-supplies,Shop Cat Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of cat supplies. Shop top styles, quality brands, and exclusive deals online today!","['cat supplies', 'buy cat supplies', 'cat supplies online']",https://pay.4more.ca/product-category/cat-supplies/
3323,Computers & Laptops,computers-laptops,Shop Computers & Laptops | Latest Trends & Affordable Prices,"Browse our premium collection of computers & laptops. Shop top styles, quality brands, and exclusive deals online today!","['computers & laptops', 'buy computers & laptops', 'computers & laptops online']",https://pay.4more.ca/product-category/computers-laptops/
1947,Educational Toys,educational-toys,Shop Educational Toys | Latest Trends & Affordable Prices,"Browse our premium collection of educational toys. Shop top styles, quality brands, and exclusive deals online today!","['educational toys', 'buy educational toys', 'educational toys online']",https://pay.4more.ca/product-category/educational-toys/
3252,Stuffed Animals & Plush,stuffed-animals-plush,Shop Stuffed Animals & Plush | Latest Trends & Affordable Prices,"Browse our premium collection of stuffed animals & plush. Shop top styles, quality brands, and exclusive deals online today!","['stuffed animals & plush', 'buy stuffed animals & plush', 'stuffed animals & plush online']",https://pay.4more.ca/product-category/stuffed-animals-plush/
1902,Storage Devices,storage-devices,Shop Storage Devices | Latest Trends & Affordable Prices,"Browse our premium collection of storage devices. Shop top styles, quality brands, and exclusive deals online today!","['storage devices', 'buy storage devices', 'storage devices online']",https://pay.4more.ca/product-category/storage-devices/
2082,Tableware,tableware,Shop Tableware | Latest Trends & Affordable Prices,"Browse our premium collection of tableware. Shop top styles, quality brands, and exclusive deals online today!","['tableware', 'buy tableware', 'tableware online']",https://pay.4more.ca/product-category/tableware/
3324,Fresh Produce,fresh-produce,Shop Fresh Produce | Latest Trends & Affordable Prices,"Browse our premium collection of fresh produce. Shop top styles, quality brands, and exclusive deals online today!","['fresh produce', 'buy fresh produce', 'fresh produce online']",https://pay.4more.ca/product-category/fresh-produce/
2054,Pens,pens,Shop Pens | Latest Trends & Affordable Prices,"Browse our premium collection of pens. Shop top styles, quality brands, and exclusive deals online today!","['pens', 'buy pens', 'pens online']",https://pay.4more.ca/product-category/pens/
1972,Surveying Equipment,surveying-equipment,Shop Surveying Equipment | Latest Trends & Affordable Prices,"Browse our premium collection of surveying equipment. Shop top styles, quality brands, and exclusive deals online today!","['surveying equipment', 'buy surveying equipment', 'surveying equipment online']",https://pay.4more.ca/product-category/surveying-equipment/
1926,Beauty & Personal Care,beauty-personal-care,Shop Beauty & Personal Care | Latest Trends & Affordable Prices,"Browse our premium collection of beauty & personal care. Shop top styles, quality brands, and exclusive deals online today!","['beauty & personal care', 'buy beauty & personal care', 'beauty & personal care online']",https://pay.4more.ca/product-category/beauty-personal-care/
2009,Kitchen & Bath,kitchen-bath,Shop Kitchen & Bath | Latest Trends & Affordable Prices,"Browse our premium collection of kitchen & bath. Shop top styles, quality brands, and exclusive deals online today!","['kitchen & bath', 'buy kitchen & bath', 'kitchen & bath online']",https://pay.4more.ca/product-category/kitchen-bath/
3325,Snacks,snacks,Shop Snacks | Latest Trends & Affordable Prices,"Browse our premium collection of snacks. Shop top styles, quality brands, and exclusive deals online today!","['snacks', 'buy snacks', 'snacks online']",https://pay.4more.ca/product-category/snacks/
2057,Markers,markers,Shop Markers | Latest Trends & Affordable Prices,"Browse our premium collection of markers. Shop top styles, quality brands, and exclusive deals online today!","['markers', 'buy markers', 'markers online']",https://pay.4more.ca/product-category/markers/
2029,Fencing,fencing,Shop Fencing | Latest Trends & Affordable Prices,"Browse our premium collection of fencing. Shop top styles, quality brands, and exclusive deals online today!","['fencing', 'buy fencing', 'fencing online']",https://pay.4more.ca/product-category/fencing/
1913,Lighting Decor,lighting-decor,Shop Lighting Decor | Latest Trends & Affordable Prices,"Browse our premium collection of lighting decor. Shop top styles, quality brands, and exclusive deals online today!","['lighting decor', 'buy lighting decor', 'lighting decor online']",https://pay.4more.ca/product-category/lighting-decor/
2005,Laminate Flooring,laminate-flooring,Shop Laminate Flooring | Latest Trends & Affordable Prices,"Browse our premium collection of laminate flooring. Shop top styles, quality brands, and exclusive deals online today!","['laminate flooring', 'buy laminate flooring', 'laminate flooring online']",https://pay.4more.ca/product-category/laminate-flooring/
3326,Desk Organizers,desk-organizers,Shop Desk Organizers | Latest Trends & Affordable Prices,"Browse our premium collection of desk organizers. Shop top styles, quality brands, and exclusive deals online today!","['desk organizers', 'buy desk organizers', 'desk organizers online']",https://pay.4more.ca/product-category/desk-organizers/
2021,Interior Doors,interior-doors,Shop Interior Doors | Latest Trends & Affordable Prices,"Browse our premium collection of interior doors. Shop top styles, quality brands, and exclusive deals online today!","['interior doors', 'buy interior doors', 'interior doors online']",https://pay.4more.ca/product-category/interior-doors/
3283,Bathroom Cleaning,bathroom-cleaning,Top Bathroom Cleaners for a Spotless Finish | 2025,"Tackle soap scum, mildew, and grime with our top picks. Find the most effective bathroom, toilet, shower, and tile cleaners for a truly spotless bathroom.","['bathroom cleaners', 'toilet bowl cleaner', 'shower cleaner', 'tile and grout cleaner', 'mold and mildew remover', 'how to clean a bathroom']",https://pay.4more.ca/product-category/bathroom-cleaning/
3327,Labels & Tabs,labels-tabs,Shop Labels & Tabs | Latest Trends & Affordable Prices,"Browse our premium collection of labels & tabs. Shop top styles, quality brands, and exclusive deals online today!","['labels & tabs', 'buy labels & tabs', 'labels & tabs online']",https://pay.4more.ca/product-category/labels-tabs/
2154,Bath & Potty,bath-potty,Shop Bath & Potty | Latest Trends & Affordable Prices,"Browse our premium collection of bath & potty. Shop top styles, quality brands, and exclusive deals online today!","['bath & potty', 'buy bath & potty', 'bath & potty online']",https://pay.4more.ca/product-category/bath-potty/
