category_id,category_name,category_slug,seo_title,meta_description,focus_keyword,category_url
3329,Kitchen & Appliance Cleaners (including Countertop & Oven),kitchen-appliance-cleaners-including-countertop-oven,Best Cleaners for Kitchen Appliances & Counters | 2025 Guide,"From tough oven grease to shiny stainless steel and food-safe countertop sprays, find the best cleaner for every kitchen appliance and surface in our 2025 guide.","['kitchen appliance cleaner', 'best oven cleaner', 'granite countertop cleaner', 'stainless steel cleaner', 'ceramic cooktop cleaner', 'food-safe kitchen cleaner', 'kitchen degreaser']",https://pay.4more.ca/product-category/kitchen-appliance-cleaners-including-countertop-oven/
1927,Skincare,skincare,Shop Skincare | Latest Trends & Affordable Prices,"Browse our premium collection of skincare. Shop top styles, quality brands, and exclusive deals online today!","['skincare', 'buy skincare', 'skincare online']",https://pay.4more.ca/product-category/skincare/
2001,Circuit Breakers & Panels,circuit-breakers-panels,Shop Circuit Breakers & Panels | Latest Trends & Affordable Prices,"Browse our premium collection of circuit breakers & panels. Shop top styles, quality brands, and exclusive deals online today!","['circuit breakers & panels', 'buy circuit breakers & panels', 'circuit breakers & panels online']",https://pay.4more.ca/product-category/circuit-breakers-panels/
3330,"Floor Cleaners (Hardwood, Tile, etc.)",floor-cleaners-hardwood-tile-etc,Best Floor Cleaners for Every Surface (2025) | A Guide,"Find the best cleaner for your hardwood, tile, laminate, or vinyl floors. Our 2025 guide helps you choose the right product to protect and shine your floors.","['hardwood floor cleaner', 'tile floor cleaner', 'laminate floor cleaner', 'best floor cleaner', 'multi-surface floor cleaner', 'how to clean floors', 'vinyl floor cleaner', 'pH-neutral floor cleaner.']",https://pay.4more.ca/product-category/floor-cleaners-hardwood-tile-etc/
1968,Painting Tools,painting-tools,Shop Painting Tools | Latest Trends & Affordable Prices,"Browse our premium collection of painting tools. Shop top styles, quality brands, and exclusive deals online today!","['painting tools', 'buy painting tools', 'painting tools online']",https://pay.4more.ca/product-category/painting-tools/
2014,Lighting,lighting,Shop Lighting | Latest Trends & Affordable Prices,"Browse our premium collection of lighting. Shop top styles, quality brands, and exclusive deals online today!","['lighting', 'buy lighting', 'lighting online']",https://pay.4more.ca/product-category/lighting/
1931,Personal Care,personal-care,Shop Personal Care | Latest Trends & Affordable Prices,"Browse our premium collection of personal care. Shop top styles, quality brands, and exclusive deals online today!","['personal care', 'buy personal care', 'personal care online']",https://pay.4more.ca/product-category/personal-care/
3255,Refills,refills,Shop Refills | Latest Trends & Affordable Prices,"Browse our premium collection of refills. Shop top styles, quality brands, and exclusive deals online today!","['refills', 'buy refills', 'refills online']",https://pay.4more.ca/product-category/refills/
1969,Plumbing Tools,plumbing-tools,Shop Plumbing Tools | Latest Trends & Affordable Prices,"Browse our premium collection of plumbing tools. Shop top styles, quality brands, and exclusive deals online today!","['plumbing tools', 'buy plumbing tools', 'plumbing tools online']",https://pay.4more.ca/product-category/plumbing-tools/
2006,Tile Flooring,tile-flooring,Shop Tile Flooring | Latest Trends & Affordable Prices,"Browse our premium collection of tile flooring. Shop top styles, quality brands, and exclusive deals online today!","['tile flooring', 'buy tile flooring', 'tile flooring online']",https://pay.4more.ca/product-category/tile-flooring/
1905,Home & Furniture,home-furniture,Shop Home & Furniture | Latest Trends & Affordable Prices,"Browse our premium collection of home & furniture. Shop top styles, quality brands, and exclusive deals online today!","['home & furniture', 'buy home & furniture', 'home & furniture online']",https://pay.4more.ca/product-category/home-furniture/
3333,Personal Hygiene,personal-hygiene,Best Hand Sanitizers & Hygiene Products for On-the-Go,"Stay protected from germs with our top-rated hand sanitizers and personal hygiene products. Compare effective sprays, gels, and wipes for your family.","['hand sanitizer', 'personal hygiene products', 'best hand sanitizer', 'disinfecting wipes', 'hand soap', 'germ protection']",https://pay.4more.ca/product-category/personal-hygiene/
1909,Dining Room,dining-room,Shop Dining Room | Latest Trends & Affordable Prices,"Browse our premium collection of dining room. Shop top styles, quality brands, and exclusive deals online today!","['dining room', 'buy dining room', 'dining room online']",https://pay.4more.ca/product-category/dining-room/
1949,Board Games,board-games,Shop Board Games | Latest Trends & Affordable Prices,"Browse our premium collection of board games. Shop top styles, quality brands, and exclusive deals online today!","['board games', 'buy board games', 'board games online']",https://pay.4more.ca/product-category/board-games/
2072,Tape & Dispensers,tape-dispensers,Shop Tape & Dispensers | Latest Trends & Affordable Prices,"Browse our premium collection of tape & dispensers. Shop top styles, quality brands, and exclusive deals online today!","['tape & dispensers', 'buy tape & dispensers', 'tape & dispensers online']",https://pay.4more.ca/product-category/tape-dispensers/
2022,Exterior Doors,exterior-doors,Shop Exterior Doors | Latest Trends & Affordable Prices,"Browse our premium collection of exterior doors. Shop top styles, quality brands, and exclusive deals online today!","['exterior doors', 'buy exterior doors', 'exterior doors online']",https://pay.4more.ca/product-category/exterior-doors/
2017,Outdoor Lighting,outdoor-lighting,Shop Outdoor Lighting | Latest Trends & Affordable Prices,"Browse our premium collection of outdoor lighting. Shop top styles, quality brands, and exclusive deals online today!","['outdoor lighting', 'buy outdoor lighting', 'outdoor lighting online']",https://pay.4more.ca/product-category/outdoor-lighting/
2026,Landscaping,landscaping,Shop Landscaping | Latest Trends & Affordable Prices,"Browse our premium collection of landscaping. Shop top styles, quality brands, and exclusive deals online today!","['landscaping', 'buy landscaping', 'landscaping online']",https://pay.4more.ca/product-category/landscaping/
2075,Printers & Scanners,printers-scanners,Shop Printers & Scanners | Latest Trends & Affordable Prices,"Browse our premium collection of printers & scanners. Shop top styles, quality brands, and exclusive deals online today!","['printers & scanners', 'buy printers & scanners', 'printers & scanners online']",https://pay.4more.ca/product-category/printers-scanners/
1954,Outdoor Play,outdoor-play,Shop Outdoor Play | Latest Trends & Affordable Prices,"Browse our premium collection of outdoor play. Shop top styles, quality brands, and exclusive deals online today!","['outdoor play', 'buy outdoor play', 'outdoor play online']",https://pay.4more.ca/product-category/outdoor-play/
1930,Fragrances,fragrances,Shop Fragrances | Latest Trends & Affordable Prices,"Browse our premium collection of fragrances. Shop top styles, quality brands, and exclusive deals online today!","['fragrances', 'buy fragrances', 'fragrances online']",https://pay.4more.ca/product-category/fragrances/
1985,Hardware,hardware,Shop Hardware | Latest Trends & Affordable Prices,"Browse our premium collection of hardware. Shop top styles, quality brands, and exclusive deals online today!","['hardware', 'buy hardware', 'hardware online']",https://pay.4more.ca/product-category/hardware/
1966,Saws,saws,Shop Saws | Latest Trends & Affordable Prices,"Browse our premium collection of saws. Shop top styles, quality brands, and exclusive deals online today!","['saws', 'buy saws', 'saws online']",https://pay.4more.ca/product-category/saws/
2150,Car Seats,car-seats,Shop Car Seats | Latest Trends & Affordable Prices,"Browse our premium collection of car seats. Shop top styles, quality brands, and exclusive deals online today!","['car seats', 'buy car seats', 'car seats online']",https://pay.4more.ca/product-category/car-seats/
2031,Smart Lighting,smart-lighting,Shop Smart Lighting | Latest Trends & Affordable Prices,"Browse our premium collection of smart lighting. Shop top styles, quality brands, and exclusive deals online today!","['smart lighting', 'buy smart lighting', 'smart lighting online']",https://pay.4more.ca/product-category/smart-lighting/
1976,Gloves,gloves,Shop Gloves | Latest Trends & Affordable Prices,"Browse our premium collection of gloves. Shop top styles, quality brands, and exclusive deals online today!","['gloves', 'buy gloves', 'gloves online']",https://pay.4more.ca/product-category/gloves/
3296,Office & School Supplies,office-school-supplies,Shop Office Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of office supplies. Shop top styles, quality brands, and exclusive deals online today!","['office supplies', 'buy office supplies', 'office supplies online']",https://pay.4more.ca/product-category/office-school-supplies/
1932,Oral Care,oral-care,Shop Oral Care | Latest Trends & Affordable Prices,"Browse our premium collection of oral care. Shop top styles, quality brands, and exclusive deals online today!","['oral care', 'buy oral care', 'oral care online']",https://pay.4more.ca/product-category/oral-care/
3265,Men's Clothing,mens-clothing,Shop Men's Clothing | Latest Trends & Affordable Prices,"Browse our premium collection of men's clothing. Shop top styles, quality brands, and exclusive deals online today!","[""men's clothing"", ""buy men's clothing"", ""men's clothing online""]",https://pay.4more.ca/product-category/mens-clothing/
1944,Toys & Games,toys-games,Shop Toys & Games | Latest Trends & Affordable Prices,"Browse our premium collection of toys & games. Shop top styles, quality brands, and exclusive deals online today!","['toys & games', 'buy toys & games', 'toys & games online']",https://pay.4more.ca/product-category/toys-games/
1955,Home Improvements,home-improvements,Shop Home Improvements | Latest Trends & Affordable Prices,"Browse our premium collection of home improvements. Shop top styles, quality brands, and exclusive deals online today!","['home improvements', 'buy home improvements', 'home improvements online']",https://pay.4more.ca/product-category/home-improvements/
1925,Bathroom,bathroom,Shop Bathroom | Latest Trends & Affordable Prices,"Browse our premium collection of bathroom. Shop top styles, quality brands, and exclusive deals online today!","['bathroom', 'buy bathroom', 'bathroom online']",https://pay.4more.ca/product-category/bathroom/
1898,Gaming,gaming,Shop Gaming | Latest Trends & Affordable Prices,"Browse our premium collection of gaming. Shop top styles, quality brands, and exclusive deals online today!","['gaming', 'buy gaming', 'gaming online']",https://pay.4more.ca/product-category/gaming/
1996,Plumbing Supplies,plumbing-supplies,Shop Plumbing Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of plumbing supplies. Shop top styles, quality brands, and exclusive deals online today!","['plumbing supplies', 'buy plumbing supplies', 'plumbing supplies online']",https://pay.4more.ca/product-category/plumbing-supplies/
1935,Sports Apparel,sports-apparel,Shop Sports Apparel | Latest Trends & Affordable Prices,"Browse our premium collection of sports apparel. Shop top styles, quality brands, and exclusive deals online today!","['sports apparel', 'buy sports apparel', 'sports apparel online']",https://pay.4more.ca/product-category/sports-apparel/
2070,Envelopes,envelopes,Shop Envelopes | Latest Trends & Affordable Prices,"Browse our premium collection of envelopes. Shop top styles, quality brands, and exclusive deals online today!","['envelopes', 'buy envelopes', 'envelopes online']",https://pay.4more.ca/product-category/envelopes/
2156,Baby Saftey,baby-saftey,Shop Baby Saftey | Latest Trends & Affordable Prices,"Browse our premium collection of baby saftey. Shop top styles, quality brands, and exclusive deals online today!","['baby saftey', 'buy baby saftey', 'baby saftey online']",https://pay.4more.ca/product-category/baby-saftey/
1997,Electrical,electrical,Shop Electrical | Latest Trends & Affordable Prices,"Browse our premium collection of electrical. Shop top styles, quality brands, and exclusive deals online today!","['electrical', 'buy electrical', 'electrical online']",https://pay.4more.ca/product-category/electrical/
2032,Smart Thermostats & Climate Control,smart-thermostats-climate-control,Shop Smart Thermostats & Climate Control | Latest Trends & Affordable Prices,"Browse our premium collection of smart thermostats & climate control. Shop top styles, quality brands, and exclusive deals online today!","['smart thermostats & climate control', 'buy smart thermostats & climate control', 'smart thermostats & climate control online']",https://pay.4more.ca/product-category/smart-thermostats-climate-control/
2030,Smart home,smart-home,Shop Smart home | Latest Trends & Affordable Prices,"Browse our premium collection of smart home. Shop top styles, quality brands, and exclusive deals online today!","['smart home', 'buy smart home', 'smart home online']",https://pay.4more.ca/product-category/smart-home/
3256,Dance & Gymnastics,dance-gymnastics,Shop Dance & Gymnastics | Latest Trends & Affordable Prices,"Browse our premium collection of dance & gymnastics. Shop top styles, quality brands, and exclusive deals online today!","['dance & gymnastics', 'buy dance & gymnastics', 'dance & gymnastics online']",https://pay.4more.ca/product-category/dance-gymnastics/
2077,Shredders,shredders,Shop Shredders | Latest Trends & Affordable Prices,"Browse our premium collection of shredders. Shop top styles, quality brands, and exclusive deals online today!","['shredders', 'buy shredders', 'shredders online']",https://pay.4more.ca/product-category/shredders/
1973,Fasteners & Adhesives,fasteners-adhesives,Shop Fasteners & Adhesives | Latest Trends & Affordable Prices,"Browse our premium collection of fasteners & adhesives. Shop top styles, quality brands, and exclusive deals online today!","['fasteners & adhesives', 'buy fasteners & adhesives', 'fasteners & adhesives online']",https://pay.4more.ca/product-category/fasteners-adhesives/
2018,Lamps,lamps,Shop Lamps | Latest Trends & Affordable Prices,"Browse our premium collection of lamps. Shop top styles, quality brands, and exclusive deals online today!","['lamps', 'buy lamps', 'lamps online']",https://pay.4more.ca/product-category/lamps/
1986,Fasteners,fasteners,Shop Fasteners | Latest Trends & Affordable Prices,"Browse our premium collection of fasteners. Shop top styles, quality brands, and exclusive deals online today!","['fasteners', 'buy fasteners', 'fasteners online']",https://pay.4more.ca/product-category/fasteners/
2016,Wall Lights,wall-lights,Shop Wall Lights | Latest Trends & Affordable Prices,"Browse our premium collection of wall lights. Shop top styles, quality brands, and exclusive deals online today!","['wall lights', 'buy wall lights', 'wall lights online']",https://pay.4more.ca/product-category/wall-lights/
1957,Lumber,lumber,Shop Lumber | Latest Trends & Affordable Prices,"Browse our premium collection of lumber. Shop top styles, quality brands, and exclusive deals online today!","['lumber', 'buy lumber', 'lumber online']",https://pay.4more.ca/product-category/lumber/
2081,Snacks & Drinks,snacks-drinks,Shop Snacks & Drinks | Latest Trends & Affordable Prices,"Browse our premium collection of snacks & drinks. Shop top styles, quality brands, and exclusive deals online today!","['snacks & drinks', 'buy snacks & drinks', 'snacks & drinks online']",https://pay.4more.ca/product-category/snacks-drinks/
1914,Rugs,rugs,Shop Rugs | Latest Trends & Affordable Prices,"Browse our premium collection of rugs. Shop top styles, quality brands, and exclusive deals online today!","['rugs', 'buy rugs', 'rugs online']",https://pay.4more.ca/product-category/rugs/
2042,Dog Supplies,dog-supplies,Shop Dog Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of dog supplies. Shop top styles, quality brands, and exclusive deals online today!","['dog supplies', 'buy dog supplies', 'dog supplies online']",https://pay.4more.ca/product-category/dog-supplies/
1896,Smartphones & Accessories,smartphones-accessories,Shop Smartphones & Accessories | Latest Trends & Affordable Prices,"Browse our premium collection of smartphones & accessories. Shop top styles, quality brands, and exclusive deals online today!","['smartphones & accessories', 'buy smartphones & accessories', 'smartphones & accessories online']",https://pay.4more.ca/product-category/smartphones-accessories/
3288,All-Purpose & Multi-Surface Cleaners,all-purpose-multi-surface-cleaners,General Household Cleaning - Shop Now,Shop General Household Cleaning and more. Discover a wide range of Household Cleaners within our Cleaning Products selection. Browse the best Household Cleaners available.,['general_household_cleaning'],https://pay.4more.ca/product-category/all-purpose-multi-surface-cleaners/
3336,"Laundry Care (Detergents, Fabric Softeners, Stain Removers)",laundry-care-detergents-fabric-softeners-stain-removers,A Complete Guide to Laundry Care Products (2025),"From choosing the best detergent (liquid, powder, or pods) to using fabric softeners and stain removers, our 2025 guide covers everything for cleaner laundry.","['laundry detergent', 'best laundry detergent', 'fabric softener', 'how to remove stains', 'laundry stain remover', 'liquid vs powder detergent', 'laundry pods', 'HE detergent', 'laundry care']",https://pay.4more.ca/product-category/laundry-care-detergents-fabric-softeners-stain-removers/
2000,Lighting Fixtures,lighting-fixtures,Shop Lighting Fixtures | Latest Trends & Affordable Prices,"Browse our premium collection of lighting fixtures. Shop top styles, quality brands, and exclusive deals online today!","['lighting fixtures', 'buy lighting fixtures', 'lighting fixtures online']",https://pay.4more.ca/product-category/lighting-fixtures/
2028,Grills & Outdoor Cooking,grills-outdoor-cooking,Shop Grills & Outdoor Cooking | Latest Trends & Affordable Prices,"Browse our premium collection of grills & outdoor cooking. Shop top styles, quality brands, and exclusive deals online today!","['grills & outdoor cooking', 'buy grills & outdoor cooking', 'grills & outdoor cooking online']",https://pay.4more.ca/product-category/grills-outdoor-cooking/
2079,Breakroom Supplies,breakroom-supplies,Shop Breakroom Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of breakroom supplies. Shop top styles, quality brands, and exclusive deals online today!","['breakroom supplies', 'buy breakroom supplies', 'breakroom supplies online']",https://pay.4more.ca/product-category/breakroom-supplies/
2153,Baby Toiletries,baby-toiletries,Shop Baby Toiletries | Latest Trends & Affordable Prices,"Browse our premium collection of baby toiletries. Shop top styles, quality brands, and exclusive deals online today!","['baby toiletries', 'buy baby toiletries', 'baby toiletries online']",https://pay.4more.ca/product-category/baby-toiletries/
2012,Sinks & Faucets,sinks-faucets,Shop Sinks & Faucets | Latest Trends & Affordable Prices,"Browse our premium collection of sinks & faucets. Shop top styles, quality brands, and exclusive deals online today!","['sinks & faucets', 'buy sinks & faucets', 'sinks & faucets online']",https://pay.4more.ca/product-category/sinks-faucets/
3290,"Manual Cleaning Tools (Mops, Brooms, Sponges, Cloths)",manual-cleaning-tools-mops-brooms-sponges-cloths,Essential Manual Cleaning Tools | A Buyer's Guide (2025),"From microfiber cloths and mops to the right broom for your floors, our 2025 guide covers the essential manual cleaning tools every home needs for a perfect clean.","['manual cleaning tools', 'types of mops', 'microfiber cloths', 'best broom', 'kitchen sponges', 'how to choose a mop', 'cleaning tools list', 'household cleaning supplies']",https://pay.4more.ca/product-category/manual-cleaning-tools-mops-brooms-sponges-cloths/
1995,Water Heaters,water-heaters,Shop Water Heaters | Latest Trends & Affordable Prices,"Browse our premium collection of water heaters. Shop top styles, quality brands, and exclusive deals online today!","['water heaters', 'buy water heaters', 'water heaters online']",https://pay.4more.ca/product-category/water-heaters/
3257,Musical Instruments,musical-instruments,Shop Musical Instruments | Latest Trends & Affordable Prices,"Browse our premium collection of musical instruments. Shop top styles, quality brands, and exclusive deals online today!","['musical instruments', 'buy musical instruments', 'musical instruments online']",https://pay.4more.ca/product-category/musical-instruments/
2048,Art Supplies,art-supplies,Shop Art Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of art supplies. Shop top styles, quality brands, and exclusive deals online today!","['art supplies', 'buy art supplies', 'art supplies online']",https://pay.4more.ca/product-category/art-supplies/
1963,Power Tools,power-tools,Shop Power Tools | Latest Trends & Affordable Prices,"Browse our premium collection of power tools. Shop top styles, quality brands, and exclusive deals online today!","['power tools', 'buy power tools', 'power tools online']",https://pay.4more.ca/product-category/power-tools/
3337,Boards,boards,Shop Boards | Latest Trends & Affordable Prices,"Browse our premium collection of boards. Shop top styles, quality brands, and exclusive deals online today!","['boards', 'buy boards', 'boards online']",https://pay.4more.ca/product-category/boards/
1899,Cameras & Photography,cameras-photography,Shop Cameras & Photography | Latest Trends & Affordable Prices,"Browse our premium collection of cameras & photography. Shop top styles, quality brands, and exclusive deals online today!","['cameras & photography', 'buy cameras & photography', 'cameras & photography online']",https://pay.4more.ca/product-category/cameras-photography/
2147,Nursery,nursery,Shop Nursery | Latest Trends & Affordable Prices,"Browse our premium collection of nursery. Shop top styles, quality brands, and exclusive deals online today!","['nursery', 'buy nursery', 'nursery online']",https://pay.4more.ca/product-category/nursery/
2113,Mold & Mildew Removers,mold-mildew-removers,Best Bathroom & Toilet Cleaners for 2025 | A Guide,"Tackle soap scum, hard water stains, and mildew with our 2025 guide. Find the best cleaners for your toilet, shower, tile, and grout for a sparkling clean.","['bathroom cleaner', 'best toilet bowl cleaner', 'shower cleaner', 'how to clean grout', 'tile cleaner', 'soap scum remover', 'mold and mildew remover', 'disinfecting bathroom spray']",https://pay.4more.ca/product-category/mold-mildew-removers/
2152,Strollers,strollers,Shop Strollers | Latest Trends & Affordable Prices,"Browse our premium collection of strollers. Shop top styles, quality brands, and exclusive deals online today!","['strollers', 'buy strollers', 'strollers online']",https://pay.4more.ca/product-category/strollers/
1999,Outlets & Switches,outlets-switches,Shop Outlets & Switches | Latest Trends & Affordable Prices,"Browse our premium collection of outlets & switches. Shop top styles, quality brands, and exclusive deals online today!","['outlets & switches', 'buy outlets & switches', 'outlets & switches online']",https://pay.4more.ca/product-category/outlets-switches/
2040,Smart Health & Wellness,smart-health-wellness,Shop Smart Health & Wellness | Latest Trends & Affordable Prices,"Browse our premium collection of smart health & wellness. Shop top styles, quality brands, and exclusive deals online today!","['smart health & wellness', 'buy smart health & wellness', 'smart health & wellness online']",https://pay.4more.ca/product-category/smart-health-wellness/
1990,Construction Hardware,construction-hardware,Shop Construction Hardware | Latest Trends & Affordable Prices,"Browse our premium collection of construction hardware. Shop top styles, quality brands, and exclusive deals online today!","['construction hardware', 'buy construction hardware', 'construction hardware online']",https://pay.4more.ca/product-category/construction-hardware/
2149,Baby Toys,baby-toys,Shop Baby Toys | Latest Trends & Affordable Prices,"Browse our premium collection of baby toys. Shop top styles, quality brands, and exclusive deals online today!","['baby toys', 'buy baby toys', 'baby toys online']",https://pay.4more.ca/product-category/baby-toys/
3291,Floor & Fabric Care,floor-fabric-care,The Ultimate Guide to Floor & Fabric Care Products,"Keep your floors and fabrics looking new. Explore the best floor cleaners for hardwood and tile, plus top-rated carpet shampoos and laundry stain removers.","['floor and fabric care', 'hardwood floor cleaner', 'carpet cleaner machine solution', 'upholstery cleaner', 'best laundry detergent', 'stain removers.']",https://pay.4more.ca/product-category/floor-fabric-care/
1946,Dolls & Accessories,dolls-accessories,Shop Dolls & Accessories | Latest Trends & Affordable Prices,"Browse our premium collection of dolls & accessories. Shop top styles, quality brands, and exclusive deals online today!","['dolls & accessories', 'buy dolls & accessories', 'dolls & accessories online']",https://pay.4more.ca/product-category/dolls-accessories/
2008,Flooring Supplies,flooring-supplies,Shop Flooring Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of flooring supplies. Shop top styles, quality brands, and exclusive deals online today!","['flooring supplies', 'buy flooring supplies', 'flooring supplies online']",https://pay.4more.ca/product-category/flooring-supplies/
3258,Electronics for Kids,electronics-for-kids,Shop Electronics for Kids | Latest Trends & Affordable Prices,"Browse our premium collection of electronics for kids. Shop top styles, quality brands, and exclusive deals online today!","['electronics for kids', 'buy electronics for kids', 'electronics for kids online']",https://pay.4more.ca/product-category/electronics-for-kids/
1994,Pipes & Fittings,pipes-fittings,Shop Pipes & Fittings | Latest Trends & Affordable Prices,"Browse our premium collection of pipes & fittings. Shop top styles, quality brands, and exclusive deals online today!","['pipes & fittings', 'buy pipes & fittings', 'pipes & fittings online']",https://pay.4more.ca/product-category/pipes-fittings/
1984,Paint Supplies,paint-supplies,Shop Paint Supplies | Latest Trends & Affordable Prices,"Browse our premium collection of paint supplies. Shop top styles, quality brands, and exclusive deals online today!","['paint supplies', 'buy paint supplies', 'paint supplies online']",https://pay.4more.ca/product-category/paint-supplies/
2019,Light Bulbs,light-bulbs,Shop Light Bulbs | Latest Trends & Affordable Prices,"Browse our premium collection of light bulbs. Shop top styles, quality brands, and exclusive deals online today!","['light bulbs', 'buy light bulbs', 'light bulbs online']",https://pay.4more.ca/product-category/light-bulbs/
1917,Candles,candles,Shop Candles | Latest Trends & Affordable Prices,"Browse our premium collection of candles. Shop top styles, quality brands, and exclusive deals online today!","['candles', 'buy candles', 'candles online']",https://pay.4more.ca/product-category/candles/
1962,Tools & Accessories,tools-accessories,Shop Tools & Accessories | Latest Trends & Affordable Prices,"Browse our premium collection of tools & accessories. Shop top styles, quality brands, and exclusive deals online today!","['tools & accessories', 'buy tools & accessories', 'tools & accessories online']",https://pay.4more.ca/product-category/tools-accessories/
1974,Safety Gear & Equipment,safety-gear-equipment,Shop Safety Gear & Equipment | Latest Trends & Affordable Prices,"Browse our premium collection of safety gear & equipment. Shop top styles, quality brands, and exclusive deals online today!","['safety gear & equipment', 'buy safety gear & equipment', 'safety gear & equipment online']",https://pay.4more.ca/product-category/safety-gear-equipment/
